"","caseid","startmonth","startday","startyear","endmonth","endday","endyear","ongoingasofmonth","ongoingasofday","ongoingasofyear","sender1","sender2","sender3","sender4","sender5","primarysender","targetstate","institution","institutionid","targetinstitution","otherinstitution","issue1","issue2","issue3","otherissue","threat","threatid1","threatid2","threatid3","sanctiontypethreat","othersanctiontypethreatened","bspecif","scommit","threatenedtargetinterest","dsanctions","carrots","anticipatedtargetcosts","anticipatedtargetcostsfigureifav","tcurrency","tyearofestimate","anticipatedsendercosts","scurrency","syearofestimate","imposition","sancimpositionstartmonth","sancimpositionstartday","sancimpositionstartyear","sanctionidentity","sanctiontype","othersanctiontype","implementationofdiplomaticsancti","carrotsduringsanction","carrotvalue","carrotcurrency","carrotyear","targetcosts","targeteconomiccostsfigure","targeteconomiccostscurrency","targeteconomiccostsyear","sendercosts","sendereconomiccostsfigure","sendereconomiccostscurrency","sendereconomiccostsyear","finaloutcome","settlementnaturesender","settlementnaturetarget","anticipatedtargetcosts_z","targetcosts_z","sendereconomiccostsfigure_z","Severity","senders_combined"
"55",1950022403,2,24,1950,7,3,1963,NA,NA,NA,"United States of America",NA,NA,NA,NA,2,"Bulgaria",0,NA,NA,NA,4,8,NA,"Accusing U.S. officials of conspiring against the Bulgarian regime.",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,"24","1950","4","2 6","Banning all private travel to Bulgaria",4,"0",NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,10,5,5,NA,-0.440056398317161,NA,-0.440056398317161,"United States of America"
"56",1950032701,3,27,1950,6,14,1950,NA,NA,NA,"Iraq","Egypt","Syria","Egypt",NA,651,"Jordan",1,"3450",1,NA,5,7,NA,NA,1,5,NA,NA,"2",NA,2,3,"1",NA,NA,1,NA,NA,NA,1,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,6,-0.491732492808361,NA,NA,-0.491732492808361,"Iraq,Egypt,Syria,Egypt"
"57",1950040701,4,7,1950,4,26,1950,NA,NA,NA,"United States of America",NA,NA,NA,NA,2,"South Korea",0,NA,NA,NA,14,NA,NA,"ensure growth of democratic institutions (hold elections)",1,6,1,NA,"8",NA,2,3,"1 2 3 4",NA,NA,3,"100000000","us dollars",1950,1,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,10,8,3.52602493658318,NA,NA,3.52602493658318,"United States of America"
"58",1950062501,6,25,1950,NA,NA,1957,NA,NA,NA,"United States of America","United Kingdom","German Federal Republic","Belgium","Japan",2,"North Korea",1,"4400",0,NA,2,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,6,"29","1950","1 2 4 5 6","1 2 4 5 6 8",NA,NA,"0",NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.54396930609564,NA,1.54396930609564,"United States of America,United Kingdom,German Federal Republic,Belgium,Japan"
"59",1950062901,6,29,1950,7,27,1953,NA,NA,NA,"United States of America","United Kingdom","Japan","Germany","France",2,"China",1,NA,0,"CHINCOM",2,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,6,"29","1950","1 5","2 6",NA,NA,"0",NA,NA,NA,2,NA,NA,NA,1,NA,NA,NA,9,2,6,NA,1.54396930609564,NA,1.54396930609564,"United States of America,United Kingdom,Japan,Germany,France"
"60",1950071901,7,19,1950,12,NA,1957,NA,NA,NA,"Egypt",NA,NA,NA,NA,651,"Israel",0,NA,NA,NA,6,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,7,"19","1950","5","5",NA,NA,"0",NA,NA,NA,2,NA,NA,NA,1,NA,NA,NA,6,7,3,NA,1.54396930609564,NA,1.54396930609564,"Egypt"
"61",1951041001,4,10,1951,5,2,1951,NA,NA,NA,"United States of America",NA,NA,NA,NA,2,"Belgium",0,NA,NA,NA,4,NA,NA,NA,1,6,NA,NA,"8",NA,2,3,"1",NA,NA,1,"7000000","US Dollars",1951,1,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,9,2,-0.491732492808361,NA,NA,-0.491732492808361,"United States of America"
"62",1951061801,6,18,1951,8,5,1954,NA,NA,NA,"Iran",NA,NA,NA,NA,630,"United Kingdom",0,NA,NA,NA,4,13,NA,NA,1,5,4,NA,"5 7",NA,2,3,"3",NA,NA,2,NA,NA,NA,2,NA,NA,1,6,"27","1951","5","2 6 9",NA,4,"0",NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,10,4,6,1.51714622188741,1.54396930609564,NA,1.53055776399152,"Iran"
"63",1951062201,6,22,1951,8,5,1954,NA,NA,NA,"United Kingdom","United States of America",NA,NA,NA,200,"Iran",0,NA,NA,NA,4,13,7,NA,1,6,NA,NA,"3 6",NA,2,2,"3",NA,NA,2,NA,NA,NA,2,NA,NA,1,6,"27","1951","5","2 5 6 9",NA,3,"1 2",NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,10,6,4,1.51714622188741,1.54396930609564,NA,1.53055776399152,"United Kingdom,United States of America"
"64",1951070701,7,7,1951,11,18,1960,NA,NA,NA,"United States of America",NA,NA,NA,NA,2,"Poland",0,NA,NA,NA,7,NA,NA,NA,1,5,3,1,"10",NA,1,3,"1",NA,NA,1,NA,NA,NA,1,NA,NA,1,11,"24","1951","4","9","The United States asked Poland to close its research center in New York City.",NA,"1 5",NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,6,5,5,-0.491732492808361,-0.440056398317161,NA,-0.465894445562761,"United States of America"
"65",1951071701,7,17,1951,5,16,1953,NA,NA,NA,"United States of America","United Kingdom","France",NA,NA,2,"Czechoslovakia",0,NA,NA,NA,4,7,NA,NA,1,5,2,NA,"2 10",NA,2,3,"1","4",NA,1,NA,NA,NA,1,NA,NA,1,8,"1","1951","2 4","1 9","Barring all Czech planes from West German airspace",NA,"0",NA,NA,NA,2,NA,NA,NA,1,NA,NA,NA,7,8,2,-0.491732492808361,1.54396930609564,NA,0.526118406643639,"United States of America,United Kingdom,France"
"66",1951071702,7,17,1951,5,16,1953,NA,NA,NA,"United States of America","France","United Kingdom",NA,NA,2,"Czechoslovakia",0,NA,NA,NA,4,NA,NA,NA,1,2,NA,NA,"2 10",NA,2,1,"1","4",NA,NA,NA,NA,NA,1,NA,NA,1,8,"1","1951","2 4","9","Barring all Czech airplanes from entering West Germany",NA,"0",NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,7,10,1,NA,NA,NA,NA,"United States of America,France,United Kingdom"
"67",1951071901,7,19,1951,9,20,1956,NA,NA,NA,"Israel","United Kingdom",NA,NA,NA,666,"Egypt",1,"4400",1,NA,4,NA,NA,NA,1,1,NA,NA,"1",NA,2,3,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,8,NA,NA,NA,NA,"Israel,United Kingdom"
"68",1951072501,7,25,1951,8,8,1951,NA,NA,NA,"United States of America",NA,NA,NA,NA,2,"Switzerland",0,NA,NA,NA,6,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,7,"25","1951","5","2",NA,NA,"0",NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,7,8,2,NA,-0.440056398317161,NA,-0.440056398317161,"United States of America"
"69",1951080101,8,1,1951,5,16,1953,NA,NA,NA,"United States of America",NA,NA,NA,NA,2,"Czechoslovakia",0,NA,NA,NA,4,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,8,"1","1951","4","3 9",NA,NA,"0",NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,7,8,2,NA,-0.440056398317161,NA,-0.440056398317161,"United States of America"
"70",1951102201,10,22,1951,8,6,1954,NA,NA,NA,"United Kingdom","Spain","Belgium","Sweden",NA,200,"Egypt",0,NA,NA,NA,2,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,10,"22","1951","5","2 5",NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,6,8,4,NA,NA,NA,NA,"United Kingdom,Spain,Belgium,Sweden"
"71",1951102401,10,24,1951,5,31,1953,NA,NA,NA,"Czechoslovakia",NA,NA,NA,NA,315,"United States of America",0,NA,NA,NA,4,NA,NA,NA,1,6,NA,NA,"4",NA,NA,3,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,-0.491732492808361,NA,NA,-0.491732492808361,"Czechoslovakia"
"72",1951102402,10,24,1951,5,16,1953,NA,NA,NA,"Czechoslovakia",NA,NA,NA,NA,315,"United States of America",0,NA,NA,NA,13,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,6,"19","1952","5","3",NA,NA,"0",NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,7,2,8,NA,-0.440056398317161,NA,-0.440056398317161,"Czechoslovakia"
"73",1951102403,10,24,1951,NA,NA,NA,6,6,1953,"Czechoslovakia",NA,NA,NA,NA,315,"United States of America",0,NA,NA,NA,13,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,10,"24","1951","5","3",NA,NA,"0",NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,6,2,8,NA,-0.440056398317161,NA,-0.440056398317161,"Czechoslovakia"
"74",1952010801,1,8,1952,2,28,1952,NA,NA,NA,"United States of America",NA,NA,NA,NA,2,"Egypt",0,NA,NA,NA,7,NA,NA,NA,1,3,NA,NA,"8",NA,2,3,"1",NA,NA,1,NA,NA,NA,1,"U.S.Dollars",1952,1,1,"23","1952","5","7",NA,NA,"0",NA,NA,NA,1,NA,NA,NA,1,0,"U.S.Dollars",1952,7,10,1,-0.491732492808361,-0.440056398317161,-0.0998924699664536,-0.343893787030659,"United States of America"
"75",1952010802,1,8,1952,NA,NA,NA,NA,NA,1986,"United States of America",NA,NA,NA,NA,2,"Ireland",0,NA,NA,NA,7,NA,NA,"(refusal to sign onto collected agreement)",1,1,NA,NA,"8",NA,2,2,"3",NA,NA,NA,NA,NA,NA,1,NA,NA,1,3,"18","1952","5","7",NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"United States of America"
"76",1952010803,1,8,1952,3,6,1952,NA,NA,NA,"United States of America",NA,NA,NA,NA,2,"Iraq",0,NA,NA,NA,7,NA,NA,NA,1,3,NA,NA,"8",NA,2,3,"1",NA,NA,1,NA,NA,NA,1,"U.S.Dollars",1952,1,1,"23","1952","5","7",NA,NA,"0",NA,NA,NA,1,NA,NA,NA,1,0,"U.S.Dollars",1952,7,10,1,-0.491732492808361,-0.440056398317161,-0.0998924699664536,-0.343893787030659,"United States of America"
"77",1952021001,2,10,1952,4,9,1960,NA,NA,NA,"Netherlands","Belgium","Canada","Australia","Luxembourg",210,"United States of America",0,NA,NA,NA,13,NA,NA,NA,1,6,NA,NA,"4 10",NA,2,2,"3",NA,NA,1,NA,NA,NA,1,NA,NA,1,4,"23","1952","5","3 9",NA,NA,"0",NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,6,7,3,-0.491732492808361,-0.440056398317161,NA,-0.465894445562761,"Netherlands,Belgium,Canada,Australia,Luxembourg"
"78",1952030301,3,3,1952,6,20,1952,NA,NA,NA,"United States of America",NA,NA,NA,NA,2,"France",0,NA,NA,NA,14,NA,NA,NA,1,2,NA,NA,"8",NA,1,2,"1",NA,NA,2,NA,NA,NA,1,"US Dollars",1952,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,1.51714622188741,NA,NA,1.51714622188741,"United States of America"
"79",1952070401,7,4,1952,9,6,1954,NA,NA,NA,"United States of America",NA,NA,NA,NA,2,"Denmark",0,NA,NA,NA,6,NA,NA,NA,1,4,NA,NA,"8",NA,2,3,"3 5",NA,NA,2,NA,NA,NA,1,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,10,9,1.51714622188741,NA,NA,1.51714622188741,"United States of America"
"80",1953020301,2,3,1953,12,18,1961,NA,NA,NA,"India",NA,NA,NA,NA,750,"Portugal",0,NA,NA,NA,5,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,"3","1953","5","5 8",NA,4,"0",NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,7,9,4,NA,-0.440056398317161,NA,-0.440056398317161,"India"
"81",1953021201,2,12,1953,7,14,1954,NA,NA,NA,"United States of America",NA,NA,NA,NA,2,"Italy",0,NA,NA,NA,7,NA,NA,NA,1,4,NA,NA,"8",NA,1,1,"5",NA,NA,2,NA,NA,NA,1,NA,NA,1,6,"11","1953","1","7",NA,NA,"0",NA,NA,NA,2,"part of 1,039,844,935 (how much unknown)","us dollars",1954,1,NA,NA,NA,7,10,8,1.51714622188741,1.54396930609564,NA,1.53055776399152,"United States of America"
"82",1953021202,2,12,1953,3,12,1954,NA,NA,NA,"United States of America",NA,NA,NA,NA,2,"Belgium",0,NA,NA,NA,7,NA,NA,NA,1,4,NA,NA,"1",NA,1,1,"5",NA,NA,2,NA,NA,NA,1,NA,NA,1,6,"11","1953","1","7",NA,NA,"0",NA,NA,NA,2,"part of 1,039,844,935 (how much unknown)","us dollars",1954,1,NA,NA,NA,7,10,8,1.51714622188741,1.54396930609564,NA,1.53055776399152,"United States of America"
"83",1953021203,2,12,1953,11,17,1954,NA,NA,NA,"United States of America",NA,NA,NA,NA,2,"France",0,NA,NA,NA,7,NA,NA,NA,1,4,NA,NA,"8",NA,1,1,"5",NA,NA,2,NA,NA,NA,1,NA,NA,1,6,"11","1953","1","7",NA,NA,"0",NA,NA,NA,2,"part of 1,039,844,935","us dollars",1954,1,NA,NA,NA,8,7,9,1.51714622188741,1.54396930609564,NA,1.53055776399152,"United States of America"
"84",1953021204,2,12,1953,11,17,1954,NA,NA,NA,"United States of America",NA,NA,NA,NA,2,"Luxembourg",0,NA,NA,NA,7,NA,NA,NA,1,4,NA,NA,"8",NA,1,1,"5",NA,NA,2,NA,NA,NA,1,NA,NA,1,6,"11","1953","1","7",NA,NA,"0",NA,NA,NA,2,"part of 1,039,844,935 (how much unknown)","us dollars",1954,1,NA,NA,NA,NA,NA,NA,1.51714622188741,1.54396930609564,NA,1.53055776399152,"United States of America"
"85",1953021205,2,12,1953,1,20,1954,NA,NA,NA,"United States of America",NA,NA,NA,NA,2,"Netherlands",0,NA,NA,NA,7,NA,NA,NA,1,4,NA,NA,"8",NA,1,1,"5",NA,NA,2,NA,NA,NA,1,NA,NA,1,6,"11","1953","1","7",NA,NA,"0",NA,NA,NA,2,"part of 1,039,844,935 (how much unknown)","us dollars",1954,1,NA,NA,NA,7,10,8,1.51714622188741,1.54396930609564,NA,1.53055776399152,"United States of America"
"86",1953051401,5,14,1953,7,17,1954,NA,NA,NA,"United States of America",NA,NA,NA,NA,2,"United Kingdom",0,NA,NA,NA,13,NA,NA,NA,1,2,NA,NA,"8","aid reduction",1,1,"3 4",NA,NA,2,NA,NA,NA,1,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,8,10,1.51714622188741,NA,NA,1.51714622188741,"United States of America"
"87",1953052801,5,28,1953,6,10,1953,NA,NA,NA,"United States of America",NA,NA,NA,NA,2,"Italy",0,NA,NA,NA,7,NA,NA,NA,1,4,NA,NA,"8",NA,2,2,"1",NA,NA,1,"22000000","US Dollars",1953,1,"US Dollars",1953,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,6,4,-0.491732492808361,NA,NA,-0.491732492808361,"United States of America"
"88",1953061101,6,11,1953,NA,NA,NA,8,30,1954,"United States of America",NA,NA,NA,NA,2,"Luxembourg",0,NA,NA,NA,7,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,6,"11","1953","1","7",NA,NA,"0",NA,NA,NA,2,"1,039,844,935 , part of.","us dollars",1954,1,NA,NA,NA,NA,NA,NA,NA,1.54396930609564,NA,1.54396930609564,"United States of America"
"89",1953061102,6,11,1953,7,16,1954,NA,NA,NA,"United States of America",NA,NA,NA,NA,2,"Italy",0,NA,NA,NA,7,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,6,"11","1953","1","7",NA,NA,"0",NA,NA,NA,2,"1,039,844,935 , part of (how much unknown)","us dollars",1954,1,NA,NA,NA,7,10,7,NA,1.54396930609564,NA,1.54396930609564,"United States of America"
"90",1953061103,6,11,1953,3,12,1954,NA,NA,NA,"United States of America",NA,NA,NA,NA,2,"Belgium",0,NA,NA,NA,7,NA,NA,"demand to build military pact",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,6,"11","1953","1","7",NA,NA,"0",NA,NA,NA,2,"part of 1,039,844,935 (how much unknown)","us dollars",1954,1,NA,NA,NA,7,10,7,NA,1.54396930609564,NA,1.54396930609564,"United States of America"
"91",1953061104,6,11,1953,1,29,1954,NA,NA,NA,"United States of America",NA,NA,NA,NA,2,"Netherlands",0,NA,NA,NA,7,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,6,"11","1953","1","7",NA,NA,"0",NA,NA,NA,2,"1,039,844,935 , part of.","us dollars",1954,1,NA,NA,NA,7,10,7,NA,1.54396930609564,NA,1.54396930609564,"United States of America"
"92",1953070901,7,9,1953,5,8,1954,NA,NA,NA,NA,NA,NA,NA,NA,2,"Iran",0,NA,NA,NA,4,NA,NA,"End dispute with the United Kingdom",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,7,"9","1953","4","2 7",NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,7,10,4,NA,NA,NA,NA,""
"93",1953092901,9,29,1953,10,28,1953,NA,NA,NA,"United States of America",NA,NA,NA,NA,2,"Israel",0,NA,NA,NA,15,NA,NA,"End water works for creating a hydroelectric plant on the Jordan River-by Israel- to divert some Jordan River water for irrigation",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,9,"29","1953","4","7",NA,NA,"1","121","US dollars","1953",1,"15,000,000-50,000,000","US dollars",1953,1,0,"US dollars",1953,7,9,3,NA,-0.440056398317161,-0.0998924699664536,-0.269974434141807,"United States of America"
"94",1953110301,11,3,1953,12,3,1953,NA,NA,NA,NA,NA,NA,NA,NA,NA,"United States of America",1,"3450",0,NA,7,NA,NA,NA,1,7,NA,NA,"1",NA,2,2,"1",NA,NA,1,NA,NA,NA,2,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,7,-0.491732492808361,NA,NA,-0.491732492808361,""
"95",1954042401,4,24,1954,3,17,1959,NA,NA,NA,"Russia",NA,NA,NA,NA,365,"Australia",0,NA,NA,NA,4,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,"24","1954","1","3",NA,4,"0",NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,8,3,8,NA,1.54396930609564,NA,1.54396930609564,"Russia"
"96",1954999902,NA,NA,1954,8,11,1955,NA,NA,NA,"United States of America",NA,NA,NA,NA,2,"South Korea",0,NA,NA,NA,13,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,"1954","5","7",NA,NA,"0",NA,NA,NA,2,NA,NA,NA,1,NA,NA,NA,10,6,5,NA,1.54396930609564,NA,1.54396930609564,"United States of America"
"97",1955030901,3,9,1955,5,3,1955,NA,NA,NA,"United Kingdom",NA,NA,NA,NA,200,"India",0,NA,NA,NA,13,NA,NA,NA,1,2,NA,NA,"4",NA,1,3,"3",NA,NA,1,NA,NA,NA,1,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,7,3,-0.491732492808361,NA,NA,-0.491732492808361,"United Kingdom"
"98",1955031001,3,10,1955,5,3,1955,NA,NA,NA,"United Kingdom",NA,NA,NA,NA,200,"India",0,NA,NA,NA,13,NA,NA,NA,1,6,NA,NA,"1",NA,2,1,"1",NA,NA,2,"6854000","pounds",NA,1,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,10,1,1.51714622188741,NA,NA,1.51714622188741,"United Kingdom"
"99",1955042901,4,29,1955,12,17,1955,NA,NA,NA,"South Korea",NA,NA,NA,NA,732,"Japan",0,NA,NA,NA,13,NA,NA,NA,1,1,NA,NA,"2",NA,2,3,"1 3 4",NA,NA,1,NA,NA,NA,1,NA,NA,1,4,"29","1955, this is the threat date. so imposition date should be sometime after this but before 8/26/1955.",NA,"1 8",NA,NA,"5",NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,8,7,5,-0.491732492808361,-0.440056398317161,NA,-0.465894445562761,"South Korea"
"100",1955050101,5,1,1955,9,9,1955,NA,NA,NA,"Pakistan",NA,NA,NA,NA,770,"Afghanistan",0,NA,NA,NA,5,10,NA,NA,1,5,NA,NA,"6",NA,1,3,"1",NA,NA,3,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,5,5,3.52602493658318,NA,NA,3.52602493658318,"Pakistan"
"101",1955061801,6,18,1955,8,1,1955,NA,NA,NA,"France",NA,NA,NA,NA,220,"Romania",0,NA,NA,NA,4,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,6,"18","1955","1","2 9",NA,NA,"0",NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,7,7,3,NA,-0.440056398317161,NA,-0.440056398317161,"France"
"102",1955069901,6,NA,1955,10,16,1963,NA,NA,NA,"United States of America",NA,NA,NA,NA,2,"Yugoslavia",0,NA,NA,NA,7,NA,NA,NA,1,3,2,NA,"8",NA,2,2,"5",NA,1,NA,NA,NA,NA,1,NA,NA,1,6,"5","1956","2","7",NA,NA,"1 4","$404 million","US dollars","various",1,NA,NA,NA,1,NA,NA,NA,10,6,6,NA,-0.440056398317161,NA,-0.440056398317161,"United States of America"
"103",1955121701,12,17,1955,1,18,1956,NA,NA,NA,"Syria","Russia",NA,NA,NA,652,"Israel",1,"4400",1,NA,2,NA,NA,NA,1,1,NA,NA,"8",NA,2,3,"1","1",NA,1,NA,NA,NA,1,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,4,7,-0.491732492808361,NA,NA,-0.491732492808361,"Syria,Russia"
"104",1956020301,2,3,1956,8,16,1956,NA,NA,NA,"United States of America",NA,NA,NA,NA,2,"Hungary",0,NA,NA,NA,4,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,"3","1956","5",NA,"Travel restriction by the U.S. citizens to Hungary, the cancellation of bilateral talks (including trade talks).",NA,"0",NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,7,7,3,NA,-0.440056398317161,NA,-0.440056398317161,"United States of America"
"105",1956050801,5,8,1956,6,17,1957,NA,NA,NA,"United States of America",NA,NA,NA,NA,2,"Poland",1,"4400",1,"ILO",8,NA,NA,NA,1,1,NA,NA,"1",NA,1,1,"3",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,5,8,NA,NA,NA,NA,"United States of America"
"106",1956050802,5,8,1956,6,17,1957,NA,NA,NA,"United States of America",NA,NA,NA,NA,2,"Hungary",1,"4400",1,"ILO",8,NA,NA,NA,1,1,NA,NA,"1",NA,1,1,"3",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,5,8,NA,NA,NA,NA,"United States of America"
"107",1956050803,5,8,1956,6,17,1957,NA,NA,NA,"United States of America",NA,NA,NA,NA,2,"Albania",1,"4400",1,"ILO",8,NA,NA,NA,1,1,NA,NA,"1",NA,1,1,"3",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,5,8,NA,NA,NA,NA,"United States of America"
"108",1956050804,5,8,1956,6,17,1957,NA,NA,NA,"United States of America",NA,NA,NA,NA,2,"China",1,"4400",1,"ILO",8,NA,NA,NA,1,1,NA,NA,"1",NA,1,1,"3",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,5,8,NA,NA,NA,NA,"United States of America"
"109",1956050805,5,8,1956,6,17,1957,NA,NA,NA,"United States of America",NA,NA,NA,NA,2,"Russia",1,"4400",1,"ILO",8,NA,NA,NA,1,1,NA,NA,"1",NA,1,1,"3",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,5,8,NA,NA,NA,NA,"United States of America"
"110",1956050806,5,8,1956,6,17,1957,NA,NA,NA,"United States of America",NA,NA,NA,NA,2,"German Democratic Republic",1,"4400",0,"ILO",8,NA,NA,NA,1,1,NA,NA,"1",NA,1,1,"3",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,5,8,NA,NA,NA,NA,"United States of America"
"111",1956050807,5,8,1956,6,17,1957,NA,NA,NA,"United States of America",NA,NA,NA,NA,2,"Bulgaria",1,"4400",1,"ILO",8,NA,NA,NA,1,1,NA,NA,"1",NA,1,1,"3",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,5,8,NA,NA,NA,NA,"United States of America"
